tconst|titleType|primaryTitle|startYear|runtimeMinutes|genres|overview|release_date|tagline|averageRating|numVotes
tt0372784|movie|Batman Begins|2005|140|Action,Crime,Drama|Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.|6/10/05|Evil fears the knight.|8.2|1463121
tt0377091|movie|Mean Creek|2004|90|Crime,Drama|Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.|1/15/04|Beneath the surface, everyone has a secret.|7.2|32159
tt0377818|movie|The Dukes of Hazzard|2005|104|Comedy|Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.|8/5/05|Cousins. Outlaws. Thrillbillies.|5.1|79489
tt0377981|movie|Gnomeo & Juliet|2011|84|Adventure,Animation,Comedy|A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?|1/13/11|A little adventure goes a lawn way.|5.9|56427
tt0378109|movie|Into the Blue|2005|110|Action,Adventure,Crime|When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.|9/30/05|Treasure has its price.|5.9|77076
tt0379725|movie|Capote|2005|114|Biography,Crime,Drama|A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.|9/30/05|In Cold Blood|7.3|134102
tt0380817|movie|Winter Passing|2005|98|Comedy,Drama|Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.|2/7/06|Sometimes you go looking for something you want. . . and find what you need.|6.2|8556
tt0381849|movie|3:10 to Yuma|2007|122|Action,Crime,Drama|"""In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the """"3:10 to Yuma"""", a train that will take the killer to trial."""|9/6/07|Time waits for one man.|7.7|312578
tt0384680|movie|The Weather Man|2005|102|Comedy,Drama|A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.|10/20/05|Dave Spritz is about to take his best shot . . . at life|6.6|80879
tt0385752|movie|The Golden Compass|2007|113|Adventure,Family,Fantasy|After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.|12/4/07|There are worlds beyond our own - the compass will show the way.|6.1|189068
tt0387131|movie|The Constant Gardener|2005|129|Drama,Mystery,Romance|Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.|8/31/05|Love. At any cost.|7.4|142274
tt0388888|movie|Dig!|2004|107|Documentary,Music|A documentary on the once promising American rock bands The Brian Jonestown Massacre and The Dandy Warhols. The friendship between respective founders, Anton Newcombe and Courtney Taylor, escalated into bitter rivalry as the Dandy Warhols garnered major international success while the Brian Jonestown Massacre imploded in a haze of drugs.|5/14/04||7.7|6364
tt0388980|movie|The Greatest Game Ever Played|2005|120|Biography,Drama,Sport|A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.|9/30/05|Based on a True Story|7.4|31232
tt0391304|movie|A Lot Like Love|2005|107|Comedy,Drama,Romance|On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?|4/22/05|There's nothing better than a great romance... to ruin a perfectly good friendship.|6.6|69596
tt0397101|movie|The Skeleton Key|2005|104|Drama,Horror,Mystery|A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.|7/29/05|Fearing Is Believing|6.5|116157
tt0398286|movie|Tangled|2010|100|Adventure,Animation,Comedy|When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.|11/24/10|They're taking adventure to new lengths.|7.7|452945
tt0398375|movie|Rumor Has It...|2005|97|Comedy,Drama,Romance|Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her ‚Äì and that maybe the Huttinger family isn't even hers ‚Äì as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.|12/23/05|Based on a true rumor.|5.5|58912
tt0399201|movie|The Island|2005|136|Action,Sci-Fi,Thriller|"""In 2019, Lincoln Six-Echo is a resident of a seemingly """"Utopian"""" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island ‚Äî reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie."""|7/20/05|Your time will come...|6.8|317125
tt0399327|movie|The Man|2005|83|Action,Comedy,Crime|Special Agent Derrick Vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to Andy Fidler, a salesman with too many questions and a knack of getting in Vanns way|9/8/05|One guy walks the walk. The other talks and talks.|5.5|25909
tt0400598|movie|Lepel|2005|96|Drama|Years ago, Lepel's parents left an hot air balloon world tour. He stays with granny Koppenol, a mean bitch who constantly exploits him for domestic chores, in her buttons shop and even as accomplice in the department store where she steals the buttons from clothes. After she won't even leave him the balloon kind salesman Max gave him, Lepel, now 9, runs away. He meets Max's slightly older daughter Pleun. Schoolmaster Bijts is also looking for him, but only as arithmetics talent for an academic schools contest. Max accidentally finds out the sad truth about Lepel's family.|2/2/05||6.5|624
tt0402901|movie|The Cave|2005|97|Adventure,Horror,Sci-Fi|After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.|8/25/05|There are places man was never meant to go.|5.1|39320
tt0404032|movie|The Exorcism of Emily Rose|2005|119|Drama,Horror,Thriller|When a younger girl called Emily Rose (Carpenter) dies, everyone puts blame on the exorcism which was performed on her by Father Moore (Wilkinson) prior to her death. The priest is arrested on suspicion of murder. The trail begins with lawyer Erin Bruner (Linney) representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.|9/9/05|What happened to Emily?|6.7|131362
tt0405325|movie|Sky High|2005|100|Action,Comedy,Family|Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.|7/29/05|Saving The World... One Homework Assignment At A Time.|6.3|88189
tt0405469|movie|The Wild|2006|95|Adventure,Animation,Comedy|An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.|3/6/06|Start spreading the newspaper.|5.2|26229
tt0405821|movie|Casshern|2004|142|Action,Sci-Fi|"""Fifty years of war between the Great Eastern Federation and Europa - now merged as Eurasia - have taken their toll on planet Earth. As a result of the use of biological, chemical and nuclear weapons, much of Earth has become uninhabitable and people have become prey to new diseases. Professor Azuma's """"neo-cell"""" project, which is supposed to be the answer to mankind's hardships, becomes a nightmare come true when mutants spawned from the experiment escape and declare war on the human race. Azuma's son Tetsuya, who was killed during the previous war, is reborn into the cyborg Casshern as mankind's last hope against the new mutant threat. This live-action sci-fi movie based on a 1973 Japanese anim√© of the same name."""|4/24/04|When a hero falls a legend will rise|6.0|13522
tt0407265|movie|Transamerica|2005|103|Adventure,Comedy,Drama|Bree is about to get a sex change operation that will finally allow her to actually be what she‚Äôs already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States.|12/23/05|Life is a Journey. Bring an Open Mind.|7.4|41512
tt0408345|movie|Firewall|2006|105|Action,Crime,Thriller|State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.|2/10/06|Nothing Is More Dangerous Than A Man With Everything To Lose.|5.8|58194
tt0408524|movie|Bad News Bears|2005|113|Comedy,Sport|Morris Buttermaker is a burned-out minor league baseball player who loves to drink and can't keep his hands to himself. His long-suffering lawyer arranges for him to manage a local Little League team, and Buttermaker soon finds himself the head of a rag-tag group of misfit players. Through unconventional team-building exercises and his offbeat coaching style, Buttermaker helps his hapless Bears prepare to meet their rivals, the Yankees.|7/22/05|The bases are loaded... so is the coach.|5.8|21878
tt0408790|movie|Flightplan|2005|98|Drama,Mystery,Thriller|A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane.|9/22/05|If Someone Took Everything You Live For... How Far Would You Go To Get It Back?|6.3|163588
tt0409072|movie|Windstruck|2004|123|Comedy,Crime,Drama|When police officer Kyungjin met with Myungwoo accidentally in a crime, she found that this responsible teacher was a really nice guy. At that night, Kyungjin got into a fight with a bunch of high school kids and got trouble in a big gun fight between rival drug dealers. Myungwoo tried to help her but then something happened that forces them stayed together all day long. They got closer to each other and Myungwoo was not able to repulse the strange but pure nature. He fell in love with her. One day, when Kyungjin was chasing a notorious criminal, Myungwoo helped her again, however, not knowing that what would happen that day changed their relationship forever...|6/3/04|If only I can feel you... even as the wind|7.1|7452
tt0409527|movie|Shabd|2005|140|Drama,Thriller|Shaukat, a writer suffering from writer's block, prompts his wife to have an affair with a stranger as he seeks inspiration to write a new story. Will his wife help him write his dream novel?|2/4/05||5.1|1461
tt0410377|movie|Nim's Island|2008|96|Adventure,Comedy,Drama|A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.|4/3/08|Your adventure starts here.|6.0|35584
tt0411951|movie|Tekken|2010|91|Action,Crime,Drama|In the year of 2039, after World Wars destroy much of the civilization as we know it, territories are no longer run by governments, but by corporations; the mightiest of which is the Mishima Zaibatsu. In order to placate the seething masses of this dystopia, Mishima sponsors Tekken, a tournament in which fighters battle until only one is left standing.|3/20/10|Survival is no game|4.8|27670
tt0412536|movie|Brideshead Revisited|2008|134|Drama,Romance|Based on Evelyn Waugh's 1945 classic British novel, Brideshead Revisited is a poignant story of forbidden love and the loss of innocence set in England prior to the Second World War.|7/25/08|Every temptation has its price.|6.7|13139
tt0414853|movie|Barnyard|2006|90|Adventure,Animation,Comedy|When things get crazy at the farm, it's up to a boisterous bovine named Otis (voiced by Kevin James) to save the day in this computer-animated tale. The animals in this barnyard sing, dance and party, but Otis's stern dad (Sam Elliott) warns the crew to keep their cool around humans. Troublemaker Otis rarely listens to his pop, but when the farmer disappears and the animals go nutty, the young cow realizes he must stop the madness.|8/4/06|What happens in the barn stays in the barn|5.6|31616
tt0415003|movie|Pride and Honour|2004|162|Action,Crime,Drama|Garv is a story of three brave and honest cops: Samar Singh (Amrish Puri), Arjun Ranawat (Salman Khan) and Hyder Ali Khan (Arbaaz Khan). Samar wants to reduce the amount of crime in the state. The trio faces obstacles because the powerful and corrupt politicians (played by Govind Namdeo, Anant Jog and Shivaji Satam) are connected with underworld don Zafar Supari (Mukesh Rishi). The politicians decide to transfer Samar Singh while Hyder Ali is named a traitor and is killed. The goons next target Arjun by gang-raping his sister, Rakhi (Akanksha) and hurting his other family members. Arjun, in a fit of anger, kills the rapists and surrenders himself to his police colleagues. He is seen walking up the steps with police in the opening scenes of the movie. He wants to be awarded capital punishment but later the court finds the politicians wrong and lets Arjun go free.|7/9/04||5.6|4628
tt0416991|movie|Moolaadé|2004|124|Drama|When a woman shelters a group of girls from suffering female genital mutilation, she starts a conflict that tears her village apart.|8/4/04||7.6|3941
tt0418689|movie|Flags of Our Fathers|2006|135|Action,Adventure,Drama|There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen ‚Äì John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.|10/18/06|They fight for their country but they die for their friends.|7.1|124232
tt0418819|movie|Land of the Dead|2005|93|Horror,Sci-Fi,Thriller|The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.|6/24/05|The dead shall inherit the Earth.|6.2|97352
tt0425061|movie|Get Smart|2008|110|Action,Adventure,Comedy|When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?|6/19/08|Saving The World...And Loving It!|6.5|219196
tt0425112|movie|Hot Fuzz|2007|121|Action,Comedy,Mystery|Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.|2/14/07|Big cops. Small town. Moderate violence.|7.8|505890
tt0425598|movie|Dave Chappelle's Block Party|2005|103|Comedy,Documentary,Music|The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio man‚Äôs moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.|9/12/05||7.2|9340
tt0426883|movie|Alpha Dog|2006|122|Biography,Crime,Drama|Johnny Truelove likes to see himself as tough. He's the son of an underworld figure and a drug dealer. Johnny also likes to get tough when things don't go his way. When Jake Mazursky fails to pay up for Johnny, things get worse for the Mazursky family, as Johnny and his 'gang' kidnap Jake's 15 year old brother and holds him hostage. Problem now is what to do with 'stolen boy?'|1/27/06|One crime. 38 witnesses. No way back.|6.9|104023
tt0432283|movie|Fantastic Mr. Fox|2009|87|Adventure,Animation,Comedy|The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.|10/23/09|Dig the life fantastic!|7.9|232406
tt0432348|movie|Saw II|2005|93|Horror,Mystery|When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...|10/28/05|Oh Yes... There Will Be Blood.|6.6|254069
tt0433412|movie|Material Girls|2006|98|Comedy,Family,Romance|Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.|8/18/06|It's A Short Trip From The Penthouse To The Poorhouse.|3.9|22355
tt0434409|movie|V for Vendetta|2005|132|Action,Drama,Sci-Fi|In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.|3/15/06|People should not be afraid of their governments. Governments should be afraid of their people.|8.2|1118644
tt0435651|movie|The Giver|2014|97|Drama,Romance,Sci-Fi|"""In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the """"real"""" world."""|8/11/14|Search for truth. Find freedom.|6.4|120125
tt0443465|movie|Before We Go|2014|95|Comedy,Drama,Romance|A woman who is robbed on her way to catch the 1:30 train to Boston is left stranded in New York City. She meets a man who helps her during the course of the night and the two form a romance.|9/11/14|One night can change your whole life.|6.8|58879
tt0443559|movie|Killshot|2008|95|Action,Crime,Drama|"""Beautiful Carmen Colson and her ironworker husband Wayne are placed in the Federal Witness Protection program after witnessing an """"incident"""". Thinking they are at last safe, they are targeted by an experienced hit man and a psychopathic young upstart killer."""|11/13/08|He never met a target he couldn't take. Until today.|6.0|21202
tt0443632|movie|The Sentinel|2006|108|Action,Crime,Thriller|A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.|4/19/06|In 141 years, there's never been a traitor in the Secret Service.... Until Now.|6.1|49957
tt0444653|movie|Keeping Mum|2005|99|Comedy,Crime|A pastor preoccupied with writing the perfect sermon fails to realize that his wife is having an affair and his children are up to no good.|12/2/05|Some family secrets are best kept...buried.|6.8|34998
tt0446059|movie|Fearless|2006|104|Action,Biography,Drama|Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.|1/26/06|Mastering others is strength. Mastering yourself makes you fearless.|7.6|76361
tt0449086|movie|Dominion|2005|117|Drama,Horror,Thriller|Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, a disabled and terribly injured local boy befriends Merrin and his condition begins to radically and implausibly improve. Is it a miracle from God, or something more sinister?|5/20/05|Go back before the beginning, to the place where evil was born.|5.2|11865
tt0451094|movie|Lady Vengeance|2005|115|Crime,Drama,Thriller|After a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. But will her actions lead to the relief she seeks?|7/29/05|All she wanted was a peaceful life... they didn't give it.|7.5|79989
tt0452623|movie|Gone Baby Gone|2007|114|Crime,Drama,Mystery|When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons - they're not cops and they know the tough neighborhood in which they all live. As the case progresses, Kenzie and Gennaro face drug dealers, gangs and pedophiles. When they are about to solve the case, they are faced with a moral dilemma that tears them apart.|10/19/07|Everyone wants the truth... until they find it.|7.6|273052
tt0452681|movie|The Santa Clause 3: The Escape Clause|2006|97|Adventure,Comedy,Family|Now that Santa and Mrs. Claus have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa.|11/1/06|His time at the North Pole is about to go South.|4.7|37980
tt0455323|movie|Being Flynn|2012|102|Drama|During his twenties, a young man works at various homeless shelters in Boston, where he often intersects with his brilliant but troubled father.|3/2/12|We're All Works In Progress|6.4|17421
tt0455612|movie|Madea's Family Reunion|2006|107|Comedy,Drama,Romance|Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.|2/24/06||5.2|11542
tt0455760|movie|Dead Silence|2007|89|Horror,Mystery,Thriller|Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.|3/16/07|You scream. You die.|6.1|95521
tt0455957|movie|Goya's Ghosts|2006|113|Biography,Drama,History|Painter Francisco Goya faces a scandal involving his muse, who is labeled a heretic by a monk.|11/8/06||6.9|30929
tt0455960|movie|The Hitcher|2007|84|Crime,Thriller|While driving through the New Mexico Desert during a rainy night, the college students Jim Halsey and his girlfriend Grace Andrews give a ride to the hitchhiker John Ryder. While in their car, the stranger proves to be a psychopath threatening the young couple with a knife, but Jim succeeds to throw him out of the car on the road. On the next morning, the young couple sees John in another car.|1/19/07|Never pick up strangers.|5.6|43607
tt0457430|movie|Pan's Labyrinth|2006|118|Drama,Fantasy,War|Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.|5/27/06|What happens when make-believe believes it's real?|8.2|668022
tt0458339|movie|Captain America: The First Avenger|2011|124|Action,Adventure,Sci-Fi|Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull ‚Äì Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.|7/22/11|When patriots become heroes|6.9|842436
tt0460740|movie|Cashback|2006|102|Comedy,Drama,Romance|After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.|9/10/06|Sometimes love is hiding between the seconds of your life.|7.1|87700
tt0460791|movie|The Fall|2006|117|Adventure,Drama,Fantasy|In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.|1/3/08|A little blessing in disguise.|7.8|112825
tt0462504|movie|Rescue Dawn|2006|120|Adventure,Biography,War|A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.|9/9/06|A true story of survival... declassified.|7.3|106936
tt0465494|movie|Hitman|2007|100|Action,Crime,Thriller|"""The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as """"Agent 47"""" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue."""|11/21/07|Assassin 47|6.2|170937
tt0465602|movie|Shoot 'Em Up|2007|86|Action,Comedy,Thriller|A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.|7/26/07|Just another family man making a living.|6.6|151024
tt0468489|movie|Half Nelson|2006|106|Drama|Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.|8/11/06|Secrets don't let go.|7.1|88015
tt0468565|movie|Tsotsi|2005|95|Crime,Drama|The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn‚Äôt the best way.|8/18/05|In this world... Redemption comes just once.|7.2|28665
tt0472033|movie|9|2009|79|Action,Adventure,Animation|When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.|8/19/09|When our world ended their mission began.|7.0|141000
tt0475169|movie|13|2005|93|Crime,Drama,Thriller|Sebastian, a young man, has decided to follow instructions intended for someone else, without knowing where they will take him. Something else he does not know is that Gerard Dorez, a cop on a knife-edge, is tailing him. When he reaches his destination, Sebastian falls into a degenerate, clandestine world of mental chaos behind closed doors in which men gamble on the lives of others men.|9/1/05||7.3|17548
tt0477080|movie|Unstoppable|2010|98|Action,Thriller|A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. Thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster.|11/4/10|1,000,000 Tons. 100,000 Lives. 100 Minutes.|6.8|198420
tt0477337|movie|The Sword Bearer|2006|108|Action,Romance,Sci-Fi||10/12/06||4.8|892
tt0478087|movie|21|2008|123|Crime,Drama,History|Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.|3/27/08|They proved the Vegas Blackjack System was beatable...by beating the hell out of it.|6.8|252867
tt0478311|movie|Knocked Up|2007|129|Comedy,Romance|For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.|6/1/07|Save the due date.|6.9|370784
tt0482571|movie|The Prestige|2006|130|Drama,Mystery,Sci-Fi|A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.|10/19/06|Are You Watching Closely?|8.5|1325636
tt0482930|movie|Dragon Tiger Gate|2006|94|Action,Fantasy,Thriller|Dragon Tiger Gate is a 2006 Hong Kong martial arts-action film directed by Wilson Yip and featuring fight choreography by Donnie Yen, who also stars in the film. The film is based on the popular Hong Kong manhua, Oriental Heroes, which bears the same Chinese name as the movie.|7/27/06||6.1|6928
tt0486583|movie|Fred Claus|2007|116|Comedy,Family,Fantasy|Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.|11/3/07|Everybody has that one relative who can't help but cause problems over the holidays. Even Santa.|5.6|44139
tt0492466|movie|Iraq in Fragments|2006|94|Documentary,War|An opus in three parts, Iraq In Fragments offers a series of intimate, passionately-felt portraits: A fatherless 11-year-old is apprenticed to the domineering owner of a Baghdad garage; Sadr followers in two Shiite cities rally for regional elections while enforcing Islamic law at the point of a gun; a family of Kurdish farmers welcomes the US presence, which has allowed them a measure of freedom previously denied. American director James Longley spent more than two years filming in Iraq to create this stunningly photographed, poetically rendered documentary of the war-torn country as seen through the eyes of Sunnis, Shiites and Kurds.|1/21/06||7.2|1488
tt0493464|movie|Wanted|2008|110|Action,Crime,Thriller|Doormat Wesley Gibson discovers that his recently murdered father ‚Äì who Wesley never knew ‚Äì belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.|6/19/08|Choose your destiny.|6.7|390324
tt0497986|movie|Time|2006|97|Drama,Mystery,Romance|To save her relationship, a woman puts herself through extensive plastic surgery.|6/30/06|Love against the passage of TIME|7.1|12507
