tconst|titleType|primaryTitle|startYear|runtimeMinutes|genres|overview|release_date|tagline|averageRating|numVotes
tt0100140|movie|Mermaids|1990|110|Comedy,Drama,Romance|fifteen year old charlotte flax tired wacky mom moving family different town time feel necessary move small massachusetts town mr flax begin dating shopkeeper charlotte 9 year old sister kate hope finally settle charlotte attraction older man get way family must learn accept truly|12/14/90|mom many thing normal one|6.7|32653
tt0100263|movie|Nikita|1990|117|Action,Crime,Drama|beautiful felon sentenced life prison murder policeman given second chance secret political assassin controlled government|2/21/90|murder live|7.3|72694
tt0100475|movie|Repossessed|1990|80|Comedy,Fantasy,Horror|time since father jebedaiah mayii exorcised devil little nancy aglet grown husband two child prince darkness want go second round returned repossess father mayii unwilling help father luke brophy try best help nancy even tv ernest weller plan air exorcism live tv|9/14/90|devil back never dealt exorcist like|4.8|8949
tt0100491|movie|Riff-Raff|1991|95|Comedy,Drama|story stevie construction worker girlfriend unemployed pop singer serf show living condition british poor class|6/21/91||7.0|4615
tt0100691|movie|Stella|1990|109|Drama,Romance|barmaid stella claire blueblood stephen dallas little common except fallen love relationship fails stella decides raise child jenny alone jenny stella far perfect mother daughter pair|2/2/90||6.1|2709
tt0101272|movie|The Addams Family|1991|99|Comedy,Fantasy|uncle fester missing 25 year evil doctor find introduces fake fester attempt get adam family money youngest daughter doubt new uncle fester fake uncle adapts well strange family doctor carry evil plan take adam family fortune|11/22/91|weird relative|6.9|158006
tt0101516|movie|Bugsy|1991|136|Biography,Crime,Drama|new york gangster ben bugsy siegel take brief business trip los angeles sharp dressing womanizer foul temper siegel hesitate kill maim anyone crossing l life movie strong willed virginia hill detain family wait back home trip run gambling joint spot desert known la vega give big idea|12/10/91|glamour disguise|6.8|29510
tt0101746|movie|The Doctor|1991|122|Drama|jack mckee doctor successful rich problem diagnosed throat cancer seen medicine hospital doctor patient perspective realises doctor surgery prescription|7/24/91|uplifting story finding new meaning life|6.9|5678
tt0101757|movie|Don't Tell Mom the Babysitter's Dead|1991|102|Comedy|sue ellen crandell teenager eagerly awaiting mother summer long absence babysitter look rambunctious younger sibling sue ellen party fun babysitter abruptly dy leaving crandells short cash sue ellen find sweet job fashion lying age experience r sum sibling run wild discovers downside adulthood|6/7/91|rule curfew bath nagging pulse|6.3|34246
tt0101921|movie|Fried Green Tomatoes|1991|130|Drama|amidst personality crisis southern housewife evelyn couch meet ninny outgoing old woman tell story idgie threadgoode ruth jamison two young woman experienced hardship love whistle stop alabama 1920s|12/27/91|secret life secret sauce|7.7|75597
tt0102598|movie|Only the Lonely|1991|104|Comedy,Romance|danny muldoon chicago policeman still life overbearing mother rose meet fall love theresa luna whose father owns local funeral parlour naturally mother object relationship danny theresa must either overcome objection give romance|5/24/91|man woman mother|6.3|11501
tt0102721|movie|Proof|1991|86|Drama,Romance|life blind photographer looked housekeeper disrupted arrival agreeable restaurant worker|8/15/91|photograph lie people|7.2|6814
tt0102900|movie|Shattered|1991|98|Crime,Drama,Mystery|dan merrick come shattering car accident amnesia find married judith trying help start life keep getting flashback event place remember meet pet shop owner part time private detective gu klein supposedly done work prior accident klein help merrick find|10/11/91||6.5|10364
tt0102951|movie|Soapdish|1991|97|Comedy,Romance|celeste talbert star long running soap opera sun also set show rating celeste ruthlessly ambitious co star montana moorehead show arrogant producer david seton barnes plot aggravate leaving show bringing back old flame jeffrey anderson hiring beautiful young niece lori craven|5/31/91|glitter glamour dirt|6.6|16545
tt0103007|movie|The Super|1991|84|Comedy|joe pesci star louie kritski heartless landlord negligent keeping ghetto apartment threatened jail time judge give another option accepts must live rat infested hell hole brings liveable standard judge give 120 day time louie meet many tenant including drug dealer marlon ruben blade time louie grows sympathetic problem see result greediness unfortunately louie father big lou kritski vincent gardenia real owner property resists son entreaty spend money clean place|10/4/91|best way punish slumlord make tenant|5.6|5808
tt0103074|movie|Thelma & Louise|1991|130|Adventure,Crime,Drama|whilst short weekend getaway louise shoot man tried rape thelma due incriminating circumstance make run thus cross country chase ensues two fugitive along way woman rediscover strength friendship surprising aspect personality self strength trying time|5/24/91|somebody said get life|7.5|156107
tt0103253|movie|Whore|1991|85|Drama|melodrama investigates life prostitute pseudo documentary style|6/21/91|afraid say see|5.6|3921
tt0103747|movie|The Babe|1992|115|Biography,Drama,Sport|babe chronicle ruth phenomenal story hard knock beginning baltimore orphanage meteoric rise baseball superstardom poignant retirement game amazing career included seven american league pennant four world series championship two tempestuous marriage wild lifestyle earned numerous suspension|4/17/92|one|5.9|11147
tt0103855|movie|The Bodyguard|1992|129|Action,Drama,Music|former secret service agent grudgingly take assignment protect pop idol threatened crazed fan first safety obsessed bodyguard self indulgent diva totally clash long tension spark firework another sort love averse tough guy torn duty romance|11/25/92|never let sight never let guard never fall love|6.3|135698
tt0103994|movie|Like Water for Chocolate|1992|105|Drama,Romance|tita passionately love pedro controlling mother forbids marrying pedro marries sister tita throw cooking discovers transfer emotion food prepares infecting eat intense heartbreak|4/16/92|tita kitchen ordinary spice become recipe passion|7.1|18084
tt0104082|movie|The Democratic Terrorist|1992|96|Action,Thriller|hamilton assigned infiltrate terrorist group west germany part red army faction raf supposedly planning operation sweden hamilton chosen background leftist movement member group take part bank robbery preferred way raf finance operation end terrorist one place lead german counter terrorism unit gsg 9 location description wikipedia article carl hamilton novel licensed cc sa full list contributor wikipedia|8/21/92||5.8|1169
tt0104225|movie|Falling from Grace|1992|100|Drama,Music|rock singer john mellencamp make screen directorial debut story lonesome dove author larry mcmurtry story separated mellencamp real life find country music star whose meanderings philandering thrown life turmoil returning native indiana try reestablish normal life instead take old lover lenz ignoring loving wife hemingway duplicating lifestyle womanizing father akins|2/21/92||5.5|675
tt0104231|movie|Far and Away|1992|140|Adventure,Drama,Romance|young man cruise leaf ireland landlord daughter kidman trouble father dream owning land big giveaway oklahoma ca 1893 get new land find job begin saving money man becomes local barehands boxer ride glory beaten employer steal couple money must fight starvation winter try keep dream owning land alive meanwhile woman parent find gone come america find take back|5/22/92|needed country big enough dream|6.6|64553
tt0104346|movie|Gladiator|1992|101|Action,Drama,Sport|story two teenager trapped world illegal underground boxing one fighting save father life using money pay gambling debt accumulated father second fighting money get ghetto exploited boxing promoter two teen become friend explosive ending put two friend ring|3/6/92|nobody owns tommy riley nobody|6.5|9542
tt0104926|movie|Mr. Baseball|1992|108|Comedy,Romance,Sport|jack elliot one time mvp new york yankee side baseball career falling batting average one good year left manager chunichi dragon japanese central baseball league find|10/1/92|biggest thing hit japan since godzilla|6.0|11620
tt0104952|movie|My Cousin Vinny|1992|120|Comedy,Crime|two carefree pal traveling alabama mistakenly arrested charged murder fortunately one cousin lawyer vincent gambini former auto mechanic brooklyn passed bar exam sixth try arrives leather clad girlfriend try first case real shock deep south|3/13/92|truth justice gambini way|7.6|125734
tt0105104|movie|Passenger 57|1992|84|Action,Crime,Thriller|infamous terrorist evaded capture long time extremely clever ruthless thing get interesting hijack plane carrying famous security expert john cutter stand sort thing|11/5/92|ex cop bad mouth bad attitude bad seat terrorist flight 163 bad news|5.9|48438
tt0105128|movie|Pet Sematary II|1992|100|Fantasy,Horror,Thriller|sematary old zombie raising trick time protagonist jeff matthew whose mother died hollywood stage accident drew gilbert boy coping abusive stepfather|8/28/92|raise hell|4.9|21783
tt0105211|movie|Radio Flyer|1992|114|Drama|father reminisces childhood younger brother moved new town mother new husband dog shane younger brother subjected physical abuse hand brutal stepfather mike decides convert toy trolley radio flyer plane fly safety|2/21/92|powered imagination|6.9|13618
tt0105327|movie|School Ties|1992|106|Drama|david greene receives football scholarship prestigious prep school 1950s feel pressure hide fact jewish classmate teacher fearing may anti semitic quickly becomes big man campus thanks football skill jewish background discovered worst fear realized friend turn violent threat public ridicule|9/18/92|accepted mean belong|6.9|24894
tt0105508|movie|Swoon|1992|93|Crime,Drama|film based actual event teenager nathan leopold jr craig chester richard loeb daniel schlachet share dangerous sexual bond amoral outlook life spend afternoon breaking storefront engaging petty crime calculating nathan ups ante kidnapping murdering young boy body found evidence lead nathan richard whose strange relationship make case one talked trial 1920s|9/11/92||6.7|1846
tt0106557|movie|Children of the Corn II: The Final Sacrifice|1992|92|Horror,Thriller|arriving gatlin nebraska news reporter son get wind story youth town murdering parent find series brutal murder revealed worshiper corn stalk try stop carry plan|1/29/93|child home alone parent never coming back|4.3|8673
tt0106611|movie|Cool Runnings|1993|98|Adventure,Comedy,Family|jamaican sprinter disqualified olympic game enlists help dishonored coach start first jamaican bobsled team|9/30/93|one dream four jamaican twenty zero|7.0|105020
tt0106868|movie|A Far Off Place|1993|100|Adventure,Drama,Family|thrown together incredible circumstance two stranger must discover courage strength begin journey across treacherous african desert equipped wit expertise native bushman befriends determined triumph impossible odds reach destination along way trio face primitive desert wilderness|3/12/93|far land far journey far adventure|6.5|3625
tt0106926|movie|Flesh and Bone|1993|126|Drama,Mystery,Romance|thirty year arlis witness father murdering family run kay happens family baby spared kay arlis suspect nothing father return old wound reopened|11/5/93|evil patient|6.2|5841
tt0106965|movie|Free Willy|1993|112|Adventure,Drama,Family|maladjusted orphan jesse vandalizes theme park placed foster parent must work park make amends meet willy young orca whale separated family sensing kinship form bond help kindly whale trainer rae lindley develop routine trick however greedy park owner dial soon catch wind duo make plan profit|7/16/93|far would go friend|6.0|77343
tt0107282|movie|The Joy Luck Club|1993|139|Drama|series flashback four young chinese woman born america respective mother born feudal china explore past search help understand difficult mother daughter relationship|9/8/93|every mother daughter story must told|7.7|17033
tt0107387|movie|Leprechaun|1993|92|Comedy,Fantasy,Horror|horrific leprechaun go rampage precious bag gold coin stolen us magical destructive power trick terrorize kill anyone unlucky enough hinder relentless search frantic attempt survive wrath leprechaun torus friend scramble find weapon known kill irish monster four leaf clover|1/8/93|luck ran|4.8|27554
tt0107473|movie|Mad Dog and Glory|1993|97|Comedy,Crime,Drama|wayne dobie shy cop whose low key demeanor earned affectionate nickname mad dog mad dog save life frank milo crime bos aspiring stand comedian offered company attractive young waitress named glory week first uneasy arrangement eventually fall love however situation becomes complicated milo demand glory back|3/5/93|cop rather artist mobster rather comic woman rather anywhere|6.2|21910
tt0107745|movie|Once Upon a Forest|1993|71|Adventure,Animation,Drama|young mouse mole hedgehog risk life find cure badger friend poisoned men|6/18/93|adventurous race time|6.4|5704
tt0107798|movie|The Pelican Brief|1993|141|Crime,Drama,Mystery|two supreme court justice assassinated one lone law student stumbled upon truth investigative journalist want story everybody else want dead|12/16/93|two supreme court justice assassinated one lone law student stumbled upon truth investigative journalist want story everybody else want dead|6.6|88485
tt0108002|movie|Rudy|1993|114|Biography,Drama,Sport|rudy grew steel mill town people ended working wanted play football notre dame instead couple problem grade little low athletic skill poor half size player drive spirit 5 people set sight upon joining team|9/17/93|size dog fight size fight dog|7.5|64314
tt0108037|movie|The Sandlot|1993|101|Comedy,Drama,Family|scotty small move new neighborhood mom stepdad want learn play baseball neighborhood baseball guru rodriquez take small wing fall adventure involving baseball treehouse sleep in desirous lifeguard local pool snooty rival ball team travelling fair|4/7/93|piece paradise half block wide whole summer long|7.8|93092
tt0108395|movie|A Troll in Central Park|1994|76|Adventure,Animation,Comedy|friendly troll magic green thumb grows one flower many queen whose law require troll mean ugly scare human whenever possible punishment exiled world concrete live life proper trolldom manhattan|10/7/94|believe anything|5.3|6856
tt0108592|movie|Once Upon a Time in China III|1992|109|Action,Adventure,Biography|master wong disciple enroll dancing lion competition stop assassination plot battle arrogant deceitful opponent|1/1/93||6.7|7176
tt0109198|movie|Bad Girls|1994|99|Action,Adventure,Romance|four former harlot try leave wild west colorado exact head north make better life unfortunately someone cody past let happen easily|4/22/94|dangerous time woman good time friend|5.2|12857
tt0109655|movie|Double Happiness|1994|87|Drama,Romance|jade li feisty 20 something chinese canadian trying achieve happy medium giving parent wish fulfilling need desire double happiness naturally something got give love beckons shape mark white university student facade perfect chinese daughter begin slip|9/7/94|got one life live gonna|7.1|1195
tt0109813|movie|The Flintstones|1994|91|Comedy,Family,Fantasy|modern stone age family flintstone hit big screen live action version classic cartoon fred help barney adopt child barney see opportunity repay slate mining test employee find new executive good deed go unpunished|5/26/94|yabba dabba doo|5.0|81857
tt0109890|movie|The Getaway|1994|115|Action,Adventure,Crime|doc mccoy put prison partner chickened flew without exchanging prisoner lot money doc know jack benyon rich business man something big tell wife carol mccoy tell sale benyon get prison benyon pull string doc mccoy released unfortunately cooperate person got prison|2/11/94||5.8|18557
tt0110005|movie|Heavenly Creatures|1994|99|Biography,Crime,Drama|based true story juliet hulme pauline parker two close friend share love fantasy literature conspire kill pauline mother try end girl intense obsessive relationship|9/2/94|secret world one could see came crime one could believe|7.3|64237
tt0110137|movie|The Inkwell|1994|110|Comedy,Drama,Romance|inkwell 16 year old boy coming age martha vineyard summer 1976|4/22/94|summer never much fun|6.3|1487
tt0110289|movie|Ryaba, My Chicken|1994|117|Comedy|soviet day old peasant woman hen begin lay golden egg course everyone agrees share wealth like good citizen|10/1/94||6.5|433
tt0110455|movie|A Man of No Importance|1994|99|Comedy,Drama|alfie byrne middle aged bus conductor dublin 1963 would appear live life quiet desperation gay firmly closeted sister always trying find right girl passion oscar wilde hobby putting amateur theatre production local church hall follow struggle temptation friendship disapproval conservative yet oddly lyrical world ireland early 1960s|12/22/94|extraordinary tale ordinary hero|6.7|1134
tt0110657|movie|The Next Karate Kid|1994|107|Action,Drama,Family|commemoration japanese soldier fighting u army world war ii mr miyagi meet widow commanding officer get know granddaughter julie angry teenager still feeling pain losing parent accident problem grandmother fellow pupil mr miyagi decides teach karate get pain issue back right path|7/18/94|say good guy guy|4.5|31382
tt0111127|movie|Serial Mom|1994|95|Comedy,Crime,Thriller|picture perfect middle class family shocked find one neighbor receiving obscene phone call mom take slight family personally turn indeed one harassing neighbor slight befall beloved family body count begin increase|4/13/94|every mom want wanted murder one|6.8|30243
tt0111693|movie|When a Man Loves a Woman|1994|126|Drama,Romance|airline pilot wife forced face consequence alcoholism addiction threaten life daughter safety woman enters detox husband must face truth enabling behavior|4/29/94|good time bad time man love woman time|6.5|22462
tt0111797|movie|Eat Drink Man Woman|1994|124|Comedy,Drama,Romance|film tell story retired widowed chinese master chef chu si hung lung family living modern day taipei taiwan start film life three attractive daughter unattached film progress daughter encounter new men life new relationship blossom stereotype broken living situation within family change film feature several scene displaying technique artistry gourmet chinese cooking since family member difficulty expressing love intricate preparation banquet quality dish sunday dinner surrogate familial feeling|8/3/94||7.8|21397
tt0112471|movie|Before Sunrise|1995|101|Drama,Romance|dialogue marathon film fairytale love story american boy french girl day night together vienna two heart collide|1/27/95|greatest romance life last one night|8.1|307928
tt0112792|movie|Dangerous Minds|1995|99|Biography,Drama|former marine louanne johnson land gig teaching pilot program bright underachieving teen notorious inner city high school terrible first day decides must throw decorum wind johnson return classroom armed nonsense attitude informed military training fearless determination better life student matter cost|8/11/95|broke rule changed life|6.5|53601
tt0112870|movie|Dilwale Dulhania Le Jayenge|1995|189|Drama,Romance|raj rich carefree happy go lucky second generation nri simran daughter chaudhary baldev singh spite nri strict adherence indian value simran left india married childhood fianc raj leaf india mission hand claim lady love nose whole family thus begin saga|10/20/95|come fall love|8.0|70169
tt0113063|movie|The Final Cut|1995|96|Action,Drama,Thriller|mysterious bomber planting explosive device seattle since quality take big toll among seattle police bomb expert john pierce former head bomb squad reluctantly take job take face worst nightmare|3/1/96|three second two wire one mistake|5.5|1190
tt0113101|movie|Four Rooms|1995|98|Comedy|ted bellhop first night job hotel unusual guest place outrageous predicament seems evening room service serving one unbelievable happening another|12/9/95|twelve outrageous guest four scandalous request one lone bellhop first day job wildest new year eve life|6.7|105544
tt0113347|movie|How to Make an American Quilt|1995|117|Comedy,Drama,Romance|soon wed graduate student finn dodd develops cold foot suspect fianc cheating order clear head finn visit grandmother hy great aunt glady joe cleary grasse calif finn learns hy glady joe member group passionate quilters course visit regaled tale love life woman collected rich experience much wisdom|10/6/95|beauty pattern life|6.3|11887
tt0113394|movie|The Immortals|1995|98|Action,Crime,Drama|elaborate heist unites 8 stranger simultaneous assault target city explodes hailstorm gunfire high speed chase powerful action thriller recruited mafia nightclub owner eric robert 4 team launch brutal cross town attack retrieve suitcase full cash violence escalates team member discover real target along shocking truth common|10/5/95|chance lifetime lived long|5.5|1462
tt0113613|movie|The Last Supper|1995|92|Comedy,Crime,Drama|group idealistic frustrated liberal succumb temptation murdering rightwing pundit political belief|9/8/95|love sex life death house table|6.7|15009
tt0115610|movie|Bad Moon|1996|80|Horror,Thriller|one man struggle contain curse hide within last ditch attempt free love family look losing battle endangering hold dear family dog thor last hope family survival end werewolf curse|11/1/96|half man half wolf total terror|5.8|7116
tt0116367|movie|From Dusk Till Dawn|1996|108|Action,Crime,Horror|seth gecko younger brother richard run bloody bank robbery texas escape across border mexico home free next morning pay local kingpin survive dusk till dawn rendezvous point turn hell strip joint|1/19/96|one night stand freedom going hell night|7.2|315728
tt0116409|movie|The Ghost and the Darkness|1996|110|Adventure,Drama,Thriller|sir robert beaumont behind schedule railroad africa enlisting noted engineer john henry patterson right ship beaumont expects result everything seems great crew discovers mutilated corpse project foreman seemingly killed lion several attack patterson call famed hunter charles remington finally met match bloodthirsty lion|10/11/96|prey hunter|6.8|62758
tt0116830|movie|Last Man Standing|1996|101|Action,Crime,Drama|john smith mysterious stranger drawn vicious war two prohibition era gang dangerous game switch allegiance one another offering service highest bidder death toll mount smith take law hand deadly race stay alive|9/20/96|town justice one law every man|6.4|58616
tt0117214|movie|A Moment of Innocence|1996|78|Comedy,Drama|semi autobiographical account makmahlbaf experience teenager 17 year old stabbed policeman protest rally two decade later track policeman injured attempt make amends|8/13/96||7.8|3999
tt0117247|movie|One Fine Day|1996|108|Comedy,Drama,Romance|melanie parker architect mother sammy jack taylor newspaper columnist father maggie divorced meet one morning overwhelmed jack left unexpectedly maggie forgets melanie take school result child miss school field trip stuck parent two adult project negative stereotype ex spouse end needing rely watch child must save job humor added sammy propensity lodging object nose maggie tendency wander|12/20/96|perfectly bad day came along spoiled|6.5|46668
tt0117331|movie|The Phantom|1996|100|Action,Adventure,Comedy|21st successor role bengalla resident superhero must travel new york prevent rich madman obtaining three magic skull would give secret ultimate power|6/6/96|slam evil|5.0|34343
tt0117372|movie|The Preacher's Wife|1996|123|Comedy,Drama,Fantasy|good natured reverend henry biggs find marriage choir mistress julia flagging due constant absence caring deprived neighborhood live top church coming threat property developer joe hamilton desperation rev biggs prays god help help arrives form angel named dudley|12/13/96|needed help got miracle|5.6|12474
tt0117765|movie|Striptease|1996|115|Comedy,Crime,Drama|bounced job erin grant need money chance winning back custody child eventually must confront naked truth take system take erin strip conquer face unintended circumstance hound dog congressman zero sharpens shady tool fingertip including blackmail murder|6/28/96|people get trouble matter wear|4.5|46053
tt0117883|movie|Thesis|1996|125|Crime,Horror,Mystery|thesis violence ngela find snuff video girl tortured death soon discovers girl former student faculty|4/11/96|name angela going kill|7.4|39451
tt0117998|movie|Twister|1996|113|Action,Adventure,Thriller|tv weatherman bill harding trying get tornado hunter wife jo sign divorce paper marry girlfriend melissa mother nature form series intense storm sweeping across oklahoma plan soon three joined team stormchasers attempt insert revolutionary measuring device heart several extremely violent tornado|5/10/96|dark side nature|6.4|197631
tt0118571|movie|Air Force One|1997|124|Action,Drama,Thriller|russian terrorist conspire hijack aircraft president family board commander chief find facing impossible predicament give terrorist sacrifice family risk everything uphold principle integrity nation|7/25/97|fate nation rest courage one man|6.5|197296
tt0118689|movie|Bean|1997|89|Adventure,Comedy,Family|bean work caretaker britain formidable royal national gallery boss want fire sleep work time chairman gallery board defends send usa small los angeles art gallery instead officiate opening greatest u picture ever called whistler mother|7/3/97|one man one masterpiece one big mistake|6.5|105909
tt0118826|movie|The Castle|1997|85|Comedy,Drama|melbourne family happy living near melbourne airport however forced leave beloved home government airport authority make way runway castle story fight remain home|4/10/97|ordinary family extraordinary story|7.7|16447
tt0118884|movie|Contact|1997|150|Drama,Mystery,Sci-Fi|contact science fiction film encounter alien intelligence based novel carl sagan film starred jodie foster one chosen scientist must make difficult decision belief truth reality|7/11/97|u seems like awful waste space|7.5|275721
tt0118927|movie|Dangerous Ground|1997|95|Action,Crime,Drama|vusi madlazi return south african village left young boy bury father meet brother ernest tell brother stephen contacted vusi go johannesburg find first find neighbor girlfriend karin stripper vusi proceeds learn condition changed since end apartheid always better black men|2/12/97|want revenge get fight life|4.4|1936
tt0119081|movie|Event Horizon|1997|96|Horror,Sci-Fi,Thriller|year 2047 group astronaut sent investigate salvage long lost starship event horizon ship disappeared mysteriously 7 year maiden voyage return come even mystery crew lewis clark discover real truth behind disappearance something even terrifying|8/15/97|infinite space infinite terror|6.6|181919
tt0119099|movie|Fallen|1998|124|Action,Crime,Drama|homicide detective john hobbes witness execution serial killer edgar reese soon execution killing start similar reese style|1/16/98|detective john hobbes searching criminal already met already caught already killed|7.0|83977
tt0119116|movie|The Fifth Element|1997|126|Action,Adventure,Sci-Fi|2257 taxi driver unintentionally given task saving young girl part key ensure survival humanity|5/7/97|future without|7.6|473986
tt0119174|movie|The Game|1997|129|Drama,Mystery,Thriller|honor birthday san francisco banker nicholas van orton financial genius coldhearted loner receives unusual present younger brother conrad gift certificate play unique kind game nearly nanosecond nicholas find consumed dangerous set ever changing rule unable distinguish charade end reality begin|9/12/97|get man everything|7.7|396584
tt0119229|movie|Grosse Pointe Blank|1997|107|Action,Comedy,Crime|martin blank freelance hitman start develop conscience cause muff couple routine assignment advice secretary psychiatrist attends 10th year high school reunion grosse pointe michigan|4/11/97|even hit man deserves second shot|7.3|95363
tt0119381|movie|Inventing the Abbotts|1997|110|Drama,Romance|1950s brother jacey doug holt come poorer side sleepy midwestern town vie affection wealthy lovely abbott sister lady killer jacey alternate eleanor alice wanting simply break heart rich young woman sensitive doug real romance pamela jacey abbott patriarch lloyd frown upon|4/4/97|want one way handle life invent|6.4|13120
tt0119488|movie|L.A. Confidential|1997|138|Crime,Drama,Mystery|three detective corrupt brutal l police force 1950s use differing method uncover conspiracy behind shotgun slaying patron night diner|9/19/97|everything suspect everyone sale nothing seems|8.2|582509
tt0119707|movie|Mortal Kombat: Annihilation|1997|95|Action,Adventure,Fantasy|group heroic warrior six day save planet mortal kombat annihilation succeed must survive spectacular series challenge human god ever encountered battle evil warlord bent taking control earth sequel film mortal kombat based popular video game|11/21/97|world created six day shall destroyed seventh day mankind rest peace|3.6|55203
tt0119738|movie|My Best Friend's Wedding|1997|105|Comedy,Drama,Romance|receives word longtime platonic pal michael neal getting married debutante kimberly wallace food critic julianne potter realizes true feeling michael set sabotage wedding|6/19/97|finding love life deciding|6.3|143712
tt0119891|movie|Phantoms|1998|96|Horror,Sci-Fi,Thriller|peaceful town snowfield colorado something evil wiped community group people stop least get snowfield alive|1/23/98|century told u terror would come looking wrong way|5.4|21248
tt0119896|movie|Picture Perfect|1997|101|Comedy,Drama,Romance|young advertising executive life becomes increasingly complicated order impress bos pretend engaged man met|8/1/97|prepared anything love stormed|5.5|20457
tt0120036|movie|Rosewood|1997|140|Action,Drama,History|spurred white woman lie vigilante destroy black florida town slay inhabitant 1923|2/21/97|1923 black town florida burned ground people murdered lie escaped survived courage compassion extraordinary people film|7.2|8323
tt0120199|movie|Space Truckers|1996|95|Adventure,Comedy,Sci-Fi|john canyon one last independent space transport entrepreneur rough time force carry suspicious cargo earth without question asked flight cargo turn multitude unstoppable deadly killer robot|3/1/96|earth hope|5.4|7950
tt0120467|movie|Vulgar|2000|87|Crime,Drama,Thriller|vulgar man childrens clown getting much luck lately life cheap apartment wich even afford bum constantly sleeping run car crashing lawn nagging mother life nursing home best friend moocher one day come idea become bachelor clown|9/13/00|everyone love clown others|5.2|4153
tt0120587|movie|Antz|1998|83|Adventure,Animation,Comedy|animated hit neurotic worker ant love rebellious princess rise unlikely stardom switch place soldier signing march parade end command bloodthirsty general actually enlisted fight termite army|10/2/98|every ant day|6.6|156212
tt0120609|movie|The Big Hit|1998|91|Action,Comedy,Crime|affable hit man melvin smiley constantly scammed cutthroat colleague life ending business fellow assassin kidnap daughter electronics mogul naturally melvin take fall prime score turn sour girl goddaughter gang ruthless crime bos even dodging bullet melvin keep real job secret unsuspecting fianc e pam|4/24/98|nothing dangerous nice guy little time kill|6.0|30321
tt0120657|movie|The 13th Warrior|1999|102|Action,Adventure,History|ad 922 arab courtier ahmad ibn fadlan accompanies party viking barbaric north combat terror slaughter viking devours flesh|8/27/99|prey living|6.6|125554
tt0120693|movie|Half Baked|1998|82|Comedy,Crime|three lovable party bud try bail friend jail guy mastered plan everything come dangerously close going smoke|1/16/98|anything save best bud|6.6|64276
tt0120722|movie|Living Out Loud|1998|100|Comedy,Drama,Romance|dramatic comedy two unlikely people find looking love judith nelson holly hunter suddenly single discovering husband fifteen year successful doctor martin donovan affair younger woman judith stew plan plot fantasizes decide life go night club see singer liz bailey queen latifah full advice life love town judith suddenly kissed total stranger open eye new possibility notice pat danny de vito elevator operator building|10/30/98||6.6|4882
tt0120757|movie|The Mod Squad|1999|92|Action,Crime,Thriller|three minor delinquints dane ribisi epps recruited cop farina working undercover bust cop drug ring officer recruited killed go beyond call duty solve murder bust drug ring suffering jibe ridicule fellow officer struggle save name deceased benefactor|3/26/99|first broke law law|4.3|9192
tt0120772|movie|The Object of My Affection|1998|111|Comedy,Drama,Romance|pregnant new york social worker begin develop romantic feeling gay best friend decides rather raise child much dismay overbearing boyfriend|4/17/98|sometimes desirable relationship one|6.0|20456
tt0120793|movie|A Price Above Rubies|1998|117|Drama,Romance|young woman married devout jew problem trouble marriage woman wanting something life|3/26/98||6.5|2847
tt0120794|movie|The Prince of Egypt|1998|99|Adventure,Animation,Drama|extraordinary tale two brother named moses ramses one born royal blood one orphan secret past growing best friend share strong bond free spirited youth good natured rivalry truth ultimately set odds one becomes ruler powerful empire earth chosen leader people final confrontation forever change life world|12/15/98|power real|7.1|133181
tt0120832|movie|Snake Eyes|1998|98|Crime,Mystery,Thriller|bet corrupt homicide cop rick santoro witness murder boxing match lifelong friend naval intelligence agent kevin dunne uncover conspiracy behind killing every turn santoro make increasingly shocking discovery even turn blind eye|8/7/98|believe everything except eye|6.1|82514
tt0120836|movie|Lost & Found|1999|100|Comedy,Romance|comedy finding true love price dylan ramsey resort snatching beautiful neighbor dog spend time go phantom dog hunt succeeding plan dylan go return pooch discover hidden dylan best friend diamond ring written warner bros|4/23/99|comedy guy would anything get girl dream|5.0|6630
tt0120902|movie|The X Files|1998|121|Drama,Mystery,Sci-Fi|mulder scully taken fbi x file case must find way fight shadowy element government find truth conspiracy might mean alien colonization earth|6/19/98|fight future|7.0|106365
tt0120912|movie|Men in Black II|2002|88|Action,Adventure,Comedy|kay jay reunite provide best last line defense sinister seductress level toughest challenge yet mib untarnished mission statement protecting earth scum universe four year since alien seeking agent averted intergalactic disaster epic proportion race clock jay must convince kay absolutely memory time spent mib also living person left expertise save galaxy reunite mib earth submits ultimate destruction|7/3/02|planet new scum|6.1|376336
tt0123755|movie|Cube|1997|90|Drama,Horror,Mystery|seven stranger taken daily life placed mysteriously deadly cube agree must find way|9/9/97|look reason look way|7.2|232140
tt0124298|movie|Blast from the Past|1999|112|Comedy,Drama,Romance|following bomb scare 1960s locked weber bomb shelter 35 year adam venture forth los angeles obtain food supply family non mutant wife|2/12/99|never met anyone like never met anyone period|6.7|66082
tt0127536|movie|Elizabeth|1998|124|Biography,Drama,History|story ascension throne early reign queen elizabeth first endless attempt council marry catholic hatred romance lord robert dudley|9/13/98|declared illegitimate aged 3 tried treason aged 21 crowned queen aged 25|7.4|100066
tt0134618|movie|Mystery, Alaska|1999|119|Comedy,Drama,Sport|mystery alaska life revolves around legendary saturday hockey game local pond everything change hometown team unexpectedly get booked exhibition match new york ranger quirky small towner slick promoter millionaire athlete come together|10/1/99|small town outskirt greatness|6.7|27296
